trial,status,mode,task_id,task_index,task_title,score,checklist_quality,source_evidence_recall,domain_rule_recall,evidence_recall,continuity_recall,memory_recall,memory_precision,memory_tokens_used,continuity_per_memory_token,irrelevant_memory_used,token_efficiency,latency_efficiency,contradiction_penalty,checklist_hit_count,checklist_total,source_evidence_hit_count,source_evidence_total,domain_rule_hit_count,domain_rule_total,evidence_hit_count,evidence_total,continuity_hit_count,continuity_total,contradiction_hit_count,prompt_tokens,latency_seconds,memory_items_used,retrieved_sources,memory_task_ids_used,selected_memory_ids,error
1,ok,cag,T23,23,Preserve schema with migration,24.38773207641508,28.57142857142857,0.0,50.0,25.0,18.181818181818183,100.0,33.33333333333333,1062,0.09416195856873823,0,67.82222222222222,72.24968671798706,0,2,7,0,4,1,2,1,6,4,22,0,1448,24.975281953811646,22,"['03_local_data', '06_testing', '05_safety']","['T20', 'T17', 'T14', 'T04', 'T21', 'T16', 'T01', 'T10', 'T22', 'T15', 'T13', 'T11', 'T09', 'T19', 'T12', 'T02', 'T07', 'T03', 'T08', 'T05', 'T18', 'T06']","['M01_00020', 'M01_00017', 'M01_00014', 'M01_00004', 'M01_00021', 'M01_00016', 'M01_00001', 'M01_00010', 'M01_00022', 'M01_00015', 'M01_00013', 'M01_00011', 'M01_00009', 'M01_00019', 'M01_00012', 'M01_00002', 'M01_00007', 'M01_00003', 'M01_00008', 'M01_00005', 'M01_00018', 'M01_00006']",
1,ok,rag,T24,24,Harden offline export/import edge cases,9.520135403001941,0.0,0.0,50.0,25.0,4.3478260869565215,,,0,,,93.22222222222221,84.8782745997111,0,0,7,0,5,1,2,1,7,1,23,0,305,13.60955286026001,0,"['06_testing', '02_behavior_science']",[],[],
1,ok,dag,T24,24,Harden offline export/import edge cases,1.679407901763916,0.0,0.0,0.0,0.0,0.0,,,0,,,92.55555555555556,75.38523462083604,0,0,7,0,5,0,2,0,7,0,23,0,335,22.15328884124756,0,"['06_testing', '02_behavior_science']",[],[],
1,ok,cag,T24,24,Harden offline export/import edge cases,21.31926998248077,0.0,0.0,50.0,25.0,34.78260869565217,100.0,34.32835820895522,1115,0.08968609865470852,0,67.95555555555556,72.66709486643474,0,0,7,0,5,1,2,1,7,8,23,0,1442,24.59961462020874,23,"['06_testing', '02_behavior_science']","['T20', 'T17', 'T16', 'T14', 'T21', 'T01', 'T10', 'T22', 'T04', 'T15', 'T23', 'T11', 'T09', 'T19', 'T02', 'T13', 'T07', 'T12', 'T03', 'T08', 'T05', 'T18', 'T06']","['M01_00020', 'M01_00017', 'M01_00016', 'M01_00014', 'M01_00021', 'M01_00001', 'M01_00010', 'M01_00022', 'M01_00004', 'M01_00015', 'M01_00023', 'M01_00011', 'M01_00009', 'M01_00019', 'M01_00002', 'M01_00013', 'M01_00007', 'M01_00012', 'M01_00003', 'M01_00008', 'M01_00005', 'M01_00018', 'M01_00006']",
1,ok,rag,T25,25,Handle safety-sensitive domain incident,0.0,0.0,0.0,66.66666666666666,33.33333333333333,8.333333333333332,,,0,,,91.37777777777778,80.77800194422404,15.0,0,7,0,4,2,3,2,7,2,24,1,388,17.299798250198364,0,"['02_behavior_science', '06_testing', '05_safety']",[],[],
1,ok,dag,T25,25,Handle safety-sensitive domain incident,0.0,0.0,0.0,66.66666666666666,33.33333333333333,4.166666666666666,,,0,,,90.71111111111111,67.59025202857123,15.0,0,7,0,4,2,3,2,7,1,24,1,418,29.16877317428589,0,"['02_behavior_science', '06_testing', '05_safety']",[],[],
1,ok,cag,T25,25,Handle safety-sensitive domain incident,41.263093444233846,42.857142857142854,0.0,100.0,50.0,33.33333333333333,100.0,35.294117647058826,1167,0.0856898029134533,0,64.95555555555555,70.87759839163887,0,3,7,0,4,3,3,3,7,8,24,0,1577,26.210161447525024,24,"['02_behavior_science', '06_testing', '05_safety']","['T20', 'T17', 'T21', 'T16', 'T14', 'T01', 'T24', 'T10', 'T22', 'T04', 'T15', 'T23', 'T12', 'T11', 'T09', 'T02', 'T19', 'T13', 'T07', 'T03', 'T08', 'T05', 'T18', 'T06']","['M01_00020', 'M01_00017', 'M01_00021', 'M01_00016', 'M01_00014', 'M01_00001', 'M01_00024', 'M01_00010', 'M01_00022', 'M01_00004', 'M01_00015', 'M01_00023', 'M01_00012', 'M01_00011', 'M01_00009', 'M01_00002', 'M01_00019', 'M01_00013', 'M01_00007', 'M01_00003', 'M01_00008', 'M01_00005', 'M01_00018', 'M01_00006']",
1,ok,rag,T26,26,Write full-system technical docs,0.0,0.0,0.0,50.0,25.0,8.0,,,0,,,93.5111111111111,83.03572840160794,15.0,0,7,0,4,1,2,1,6,2,25,1,292,15.267844438552856,0,"['06_testing', '05_safety']",[],[],
1,ok,dag,T26,26,Write full-system technical docs,10.987030467033385,0.0,0.0,50.0,25.0,8.0,,,0,,,92.84444444444443,85.85860225889418,0,0,7,0,4,1,2,1,6,2,25,0,322,12.72725796699524,0,"['06_testing', '05_safety']",[],[],
1,ok,cag,T26,26,Write full-system technical docs,12.897607711913096,14.285714285714285,0.0,100.0,50.0,24.0,100.0,36.231884057971016,1221,0.0819000819000819,0,65.88888888888889,78.15759658813477,15.0,1,7,0,4,2,2,2,6,6,25,1,1535,19.65816307067871,25,"['06_testing', '05_safety']","['T20', 'T17', 'T21', 'T16', 'T14', 'T24', 'T01', 'T10', 'T25', 'T22', 'T04', 'T15', 'T23', 'T12', 'T11', 'T09', 'T19', 'T02', 'T13', 'T07', 'T03', 'T08', 'T05', 'T18', 'T06']","['M01_00020', 'M01_00017', 'M01_00021', 'M01_00016', 'M01_00014', 'M01_00024', 'M01_00001', 'M01_00010', 'M01_00025', 'M01_00022', 'M01_00004', 'M01_00015', 'M01_00023', 'M01_00012', 'M01_00011', 'M01_00009', 'M01_00019', 'M01_00002', 'M01_00013', 'M01_00007', 'M01_00003', 'M01_00008', 'M01_00005', 'M01_00018', 'M01_00006']",
1,ok,rag,T27,27,Expand cross-module test coverage,8.027630690418611,14.285714285714285,0.0,0.0,0.0,3.8461538461538463,,,0,,,91.8,71.40262948142157,0,1,7,0,4,0,2,0,6,1,26,0,369,25.73763346672058,0,"['06_testing', '05_safety', '04_session_workflows']",[],[],
1,ok,dag,T27,27,Expand cross-module test coverage,14.40481306415716,28.57142857142857,0.0,0.0,0.0,7.6923076923076925,,,0,,,91.13333333333333,70.22709396150377,0,2,7,0,4,0,2,0,6,2,26,0,399,26.795615434646606,0,"['06_testing', '05_safety', '04_session_workflows']",[],[],
1,ok,cag,T27,27,Expand cross-module test coverage,41.65077777924962,42.857142857142854,0.0,100.0,50.0,34.61538461538461,100.0,37.142857142857146,1266,0.07898894154818326,0,63.17777777777778,60.141758388943146,0,3,7,0,4,2,2,2,6,9,26,0,1657,35.87241744995117,26,"['06_testing', '05_safety', '04_session_workflows']","['T20', 'T17', 'T21', 'T16', 'T22', 'T14', 'T26', 'T24', 'T01', 'T10', 'T25', 'T11', 'T04', 'T15', 'T23', 'T12', 'T09', 'T19', 'T03', 'T02', 'T13', 'T07', 'T08', 'T05', 'T18', 'T06']","['M01_00020', 'M01_00017', 'M01_00021', 'M01_00016', 'M01_00022', 'M01_00014', 'M01_00026', 'M01_00024', 'M01_00001', 'M01_00010', 'M01_00025', 'M01_00011', 'M01_00004', 'M01_00015', 'M01_00023', 'M01_00012', 'M01_00009', 'M01_00019', 'M01_00003', 'M01_00002', 'M01_00013', 'M01_00007', 'M01_00008', 'M01_00005', 'M01_00018', 'M01_00006']",
1,ok,rag,T28,28,Debug regression from conflicting decisions,4.672557366971616,0.0,0.0,0.0,0.0,7.4074074074074066,,,0,,,92.84444444444443,78.1149959564209,0,0,7,0,4,0,2,0,6,2,27,0,322,19.69650363922119,0,"['04_session_workflows', '01_product_principles']",[],[],
1,ok,dag,T28,28,Debug regression from conflicting decisions,4.697214512047944,0.0,0.0,0.0,0.0,7.4074074074074066,,,0,,,92.17777777777778,81.24737713072034,0,0,7,0,4,0,2,0,6,2,27,0,352,16.877360582351685,0,"['04_session_workflows', '01_product_principles']",[],[],
1,ok,cag,T28,28,Debug regression from conflicting decisions,17.770288323119832,0.0,0.0,50.0,25.0,25.925925925925924,100.0,38.028169014084504,1315,0.07604562737642585,0,63.111111111111114,76.88068416383531,0,0,7,0,4,1,2,1,6,7,27,0,1660,20.807384252548218,27,"['04_session_workflows', '01_product_principles']","['T20', 'T17', 'T27', 'T21', 'T24', 'T16', 'T26', 'T14', 'T01', 'T22', 'T10', 'T25', 'T11', 'T04', 'T15', 'T23', 'T12', 'T09', 'T19', 'T02', 'T13', 'T07', 'T03', 'T08', 'T05', 'T18', 'T06']","['M01_00020', 'M01_00017', 'M01_00027', 'M01_00021', 'M01_00024', 'M01_00016', 'M01_00026', 'M01_00014', 'M01_00001', 'M01_00022', 'M01_00010', 'M01_00025', 'M01_00011', 'M01_00004', 'M01_00015', 'M01_00023', 'M01_00012', 'M01_00009', 'M01_00019', 'M01_00002', 'M01_00013', 'M01_00007', 'M01_00003', 'M01_00008', 'M01_00005', 'M01_00018', 'M01_00006']",
1,ok,rag,T29,29,Create release checklist and limitations,20.27522252129751,28.57142857142857,50.0,0.0,25.0,7.142857142857142,,,0,,,91.42222222222223,78.95717276467218,0,2,7,2,4,0,2,2,6,2,28,0,386,18.938544511795044,0,"['04_session_workflows', '07_content', '05_safety']",[],[],
1,ok,dag,T29,29,Create release checklist and limitations,17.262958845274788,28.57142857142857,50.0,0.0,25.0,0.0,,,0,,,90.75555555555556,64.11175754335193,0,2,7,2,4,0,2,2,6,0,28,0,416,32.299418210983276,0,"['04_session_workflows', '07_content', '05_safety']",[],[],
1,ok,cag,T29,29,Create release checklist and limitations,28.47330697121696,28.57142857142857,50.0,0.0,25.0,28.57142857142857,100.0,38.88888888888889,1363,0.07336757153338225,0,60.644444444444446,72.40053839153714,0,2,7,2,4,0,2,2,6,8,28,0,1771,24.839515447616577,28,"['04_session_workflows', '07_content', '05_safety']","['T20', 'T17', 'T27', 'T21', 'T26', 'T16', 'T22', 'T14', 'T01', 'T10', 'T28', 'T24', 'T25', 'T23', 'T11', 'T04', 'T15', 'T12', 'T09', 'T19', 'T02', 'T13', 'T07', 'T03', 'T08', 'T06', 'T05', 'T18']","['M01_00020', 'M01_00017', 'M01_00027', 'M01_00021', 'M01_00026', 'M01_00016', 'M01_00022', 'M01_00014', 'M01_00001', 'M01_00010', 'M01_00028', 'M01_00024', 'M01_00025', 'M01_00023', 'M01_00011', 'M01_00004', 'M01_00015', 'M01_00012', 'M01_00009', 'M01_00019', 'M01_00002', 'M01_00013', 'M01_00007', 'M01_00003', 'M01_00008', 'M01_00006', 'M01_00005', 'M01_00018']",
1,ok,rag,T30,30,Produce implementation handoff roadmap,10.464471498964391,0.0,0.0,50.0,25.0,6.896551724137931,,,0,,,90.71111111111111,79.87396981981065,0,0,7,0,4,1,2,1,6,2,29,0,418,18.11342716217041,0,"['01_product_principles', '02_behavior_science', '03_local_data']",[],[],
1,ok,dag,T30,30,Produce implementation handoff roadmap,33.986000104470925,42.857142857142854,75.0,50.0,62.5,6.896551724137931,,,0,,,90.04444444444445,75.55063989427356,0,3,7,3,4,1,2,4,6,2,29,0,448,22.00442409515381,0,"['01_product_principles', '02_behavior_science', '03_local_data']",[],[],
1,ok,cag,T30,30,Produce implementation handoff roadmap,37.87663570917169,28.57142857142857,25.0,50.0,37.5,44.827586206896555,100.0,39.726027397260275,1410,0.07092198581560284,0,58.88888888888889,64.24266232384575,0,2,7,1,4,1,2,2,6,13,29,0,1850,32.18160390853882,29,"['01_product_principles', '02_behavior_science', '03_local_data']","['T20', 'T17', 'T27', 'T21', 'T16', 'T14', 'T29', 'T28', 'T26', 'T24', 'T22', 'T01', 'T10', 'T25', 'T11', 'T04', 'T15', 'T23', 'T12', 'T09', 'T19', 'T02', 'T13', 'T07', 'T03', 'T08', 'T05', 'T18', 'T06']","['M01_00020', 'M01_00017', 'M01_00027', 'M01_00021', 'M01_00016', 'M01_00014', 'M01_00029', 'M01_00028', 'M01_00026', 'M01_00024', 'M01_00022', 'M01_00001', 'M01_00010', 'M01_00025', 'M01_00011', 'M01_00004', 'M01_00015', 'M01_00023', 'M01_00012', 'M01_00009', 'M01_00019', 'M01_00002', 'M01_00013', 'M01_00007', 'M01_00003', 'M01_00008', 'M01_00005', 'M01_00018', 'M01_00006']",
2,ok,rag,T01,1,Define product foundation,91.5419155283075,85.71428571428571,100.0,100.0,100.0,,,,0,,,90.71111111111111,87.51810630162558,0,6,7,5,5,1,1,6,6,0,0,0,418,11.233704328536987,0,"['01_product_principles', '07_content', '02_behavior_science']",[],[],
2,ok,dag,T01,1,Define product foundation,71.35325179662652,85.71428571428571,100.0,0.0,50.0,,,,0,,,90.04444444444445,76.86494906743367,0,6,7,5,5,0,1,5,6,0,0,0,448,20.821545839309692,0,"['01_product_principles', '07_content', '02_behavior_science']",[],[],
2,ok,cag,T01,1,Define product foundation,71.44588875238225,85.71428571428571,100.0,0.0,50.0,,,,0,,0,90.02222222222223,82.44538863499959,0,6,7,5,5,0,1,5,6,0,0,0,449,15.799150228500366,0,"['01_product_principles', '07_content', '02_behavior_science']",[],[],
2,ok,rag,T02,2,Create domain model,30.490358933085485,33.33333333333333,25.0,25.0,25.0,28.57142857142857,,,0,,,90.82222222222222,82.02319489585028,0,2,6,1,4,1,4,2,8,2,7,0,413,16.17912459373474,0,"['01_product_principles', '07_content', '04_session_workflows']",[],[],
2,ok,dag,T02,2,Create domain model,36.13346557160029,33.33333333333333,25.0,25.0,25.0,42.857142857142854,,,0,,,90.15555555555555,75.57195398542615,0,2,6,1,4,1,4,2,8,3,7,0,443,21.985241413116455,0,"['01_product_principles', '07_content', '04_session_workflows']",[],[],
2,ok,cag,T02,2,Create domain model,58.96280624132307,50.0,25.0,25.0,25.0,85.71428571428571,100.0,87.5,55,1.8181818181818181,0,89.11111111111111,78.59808444976807,0,3,6,1,4,1,4,2,8,6,7,0,490,19.26172399520874,1,"['01_product_principles', '07_content', '04_session_workflows']",['T01'],['M02_00001'],
2,ok,rag,T03,3,Define local persistence,51.717506865622504,57.14285714285714,80.0,80.0,80.0,28.57142857142857,,,0,,,91.44444444444444,74.59195640352037,0,4,7,4,5,4,5,8,10,2,7,0,385,22.867239236831665,0,"['03_local_data', '06_testing', '01_product_principles']",[],[],
2,ok,dag,T03,3,Define local persistence,55.588274104860105,71.42857142857143,100.0,100.0,100.0,14.285714285714285,,,0,,,90.77777777777779,68.04963270823161,0,5,7,5,5,5,5,10,10,1,7,0,415,28.755330562591553,0,"['03_local_data', '06_testing', '01_product_principles']",[],[],
2,ok,cag,T03,3,Define local persistence,99.67085924084982,100.0,100.0,100.0,100.0,100.0,100.0,58.333333333333336,95,1.0526315789473684,0,88.82222222222222,78.26370186275906,0,7,7,5,5,5,5,10,10,7,7,0,503,19.562668323516846,2,"['03_local_data', '06_testing', '01_product_principles']","['T02', 'T01']","['M02_00002', 'M02_00001']",
2,ok,rag,T04,4,Set privacy and auth boundaries,33.06348127280341,33.33333333333333,0.0,0.0,0.0,50.0,,,0,,,91.68888888888888,81.32590505811903,0,2,6,0,3,0,3,0,6,4,8,0,374,16.80668544769287,0,"['06_testing', '01_product_principles', '03_local_data']",[],[],
2,ok,dag,T04,4,Set privacy and auth boundaries,22.355356893751356,16.666666666666664,0.0,0.0,0.0,37.5,,,0,,,91.02222222222223,77.84680048624675,0,1,6,0,3,0,3,0,6,3,8,0,404,19.93787956237793,0,"['06_testing', '01_product_principles', '03_local_data']",[],[],
2,ok,cag,T04,4,Set privacy and auth boundaries,48.00494079123603,33.33333333333333,0.0,0.0,0.0,87.5,100.0,50.0,151,0.6622516556291391,0,87.84444444444445,79.3163013458252,0,2,6,0,3,0,3,0,6,7,8,0,547,18.615328788757324,3,"['06_testing', '01_product_principles', '03_local_data']","['T03', 'T02', 'T01']","['M02_00003', 'M02_00002', 'M02_00001']",
2,ok,rag,T05,5,Build assessment rubric,18.046135436769514,14.285714285714285,0.0,0.0,0.0,28.57142857142857,,,0,,,91.33333333333333,84.70878177218967,0,1,7,0,4,0,4,0,8,2,7,0,390,13.762096405029297,0,"['01_product_principles', '06_testing', '03_local_data']",[],[],
2,ok,dag,T05,5,Build assessment rubric,17.881038694457402,14.285714285714285,0.0,0.0,0.0,28.57142857142857,,,0,,,90.66666666666666,68.86577420764499,0,1,7,0,4,0,4,0,8,2,7,0,420,28.020803213119507,0,"['01_product_principles', '06_testing', '03_local_data']",[],[],
2,ok,cag,T05,5,Build assessment rubric,23.659983936733667,14.285714285714285,0.0,0.0,0.0,42.857142857142854,100.0,36.84210526315789,189,0.5291005291005291,0,86.64444444444445,79.35394922892253,0,1,7,0,4,0,4,0,8,3,7,0,601,18.581445693969727,4,"['01_product_principles', '06_testing', '03_local_data']","['T04', 'T01', 'T03', 'T02']","['M02_00004', 'M02_00001', 'M02_00003', 'M02_00002']",
2,ok,rag,T06,6,Generate training plans,35.149191271490174,42.857142857142854,0.0,66.66666666666666,33.33333333333333,27.27272727272727,,,0,,,90.57777777777778,76.28940131929185,0,3,7,0,1,2,3,2,4,3,11,0,424,21.33953881263733,0,"['02_behavior_science', '07_content', '01_product_principles']",[],[],
2,ok,dag,T06,6,Generate training plans,56.76324185173783,71.42857142857143,100.0,100.0,100.0,54.54545454545454,,,0,,,89.91111111111111,76.0234636730618,15.0,5,7,1,1,3,3,4,4,6,11,1,454,21.578882694244385,0,"['02_behavior_science', '07_content', '01_product_principles']",[],[],
2,ok,cag,T06,6,Generate training plans,85.95791644125137,71.42857142857143,100.0,66.66666666666666,83.33333333333333,100.0,100.0,45.83333333333333,228,0.43859649122807015,0,85.02222222222223,82.19799333148532,0,5,7,1,1,2,3,3,4,11,11,0,674,16.021806001663208,5,"['02_behavior_science', '07_content', '01_product_principles']","['T05', 'T01', 'T04', 'T02', 'T03']","['M02_00005', 'M02_00001', 'M02_00004', 'M02_00002', 'M02_00003']",
2,ok,rag,T07,7,Add session execution states,50.886427653977364,75.0,83.33333333333334,83.33333333333334,83.33333333333334,9.090909090909092,,,0,,,91.06666666666666,83.93973509470621,0,6,8,5,6,5,6,10,12,1,11,0,402,14.454238414764404,0,"['04_session_workflows', '07_content', '01_product_principles']",[],[],
2,ok,dag,T07,7,Add session execution states,59.02248935045378,87.5,100.0,100.0,100.0,9.090909090909092,,,0,,,90.4,73.21257140901353,0,7,8,6,6,6,6,12,12,1,11,0,432,24.108685731887817,0,"['04_session_workflows', '07_content', '01_product_principles']",[],[],
2,ok,cag,T07,7,Add session execution states,80.75020769626926,87.5,100.0,100.0,100.0,63.63636363636363,100.0,36.666666666666664,275,0.36363636363636365,0,84.46666666666667,70.09955750571358,0,7,8,6,6,6,6,12,12,7,11,0,699,26.910398244857788,6,"['04_session_workflows', '07_content', '01_product_principles']","['T06', 'T01', 'T04', 'T03', 'T02', 'T05']","['M02_00006', 'M02_00001', 'M02_00004', 'M02_00003', 'M02_00002', 'M02_00005']",
2,ok,rag,T08,8,Track rewards and recovery,27.920841850083974,33.33333333333333,50.0,50.0,50.0,7.142857142857142,,,0,,,91.02222222222223,82.01434373855591,0,2,6,2,4,2,4,4,8,1,14,0,404,16.187090635299683,0,"['04_session_workflows', '07_content', '01_product_principles']",[],[],
2,ok,dag,T08,8,Track rewards and recovery,30.142259624254134,33.33333333333333,0.0,0.0,0.0,42.857142857142854,,,0,,,90.35555555555555,76.25135925081041,0,2,6,0,4,0,4,0,8,6,14,0,434,21.37377667427063,0,"['04_session_workflows', '07_content', '01_product_principles']",[],[],
2,ok,cag,T08,8,Track rewards and recovery,35.79385152903057,33.33333333333333,0.0,0.0,0.0,57.14285714285714,100.0,38.88888888888889,316,0.31645569620253167,0,83.51111111111112,76.82642274432712,0,2,6,0,4,0,4,0,8,8,14,0,742,20.85621953010559,7,"['04_session_workflows', '07_content', '01_product_principles']","['T07', 'T01', 'T04', 'T06', 'T02', 'T03', 'T05']","['M02_00007', 'M02_00001', 'M02_00004', 'M02_00006', 'M02_00002', 'M02_00003', 'M02_00005']",
2,ok,rag,T09,9,Create reminder policy,38.98971659829881,33.33333333333333,66.66666666666666,66.66666666666666,66.66666666666666,25.0,,,0,,,91.62222222222223,74.0161042743259,0,2,6,2,3,2,3,4,6,3,12,0,377,23.38550615310669,0,"['01_product_principles', '06_testing', '03_local_data']",[],[],
2,ok,dag,T09,9,Create reminder policy,28.651247195243833,16.666666666666664,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,,,0,,,90.95555555555556,74.16916396882799,0,1,6,1,3,1,3,2,6,4,12,0,407,23.24775242805481,0,"['01_product_principles', '06_testing', '03_local_data']",[],[],
2,ok,cag,T09,9,Create reminder policy,40.87447150580088,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,50.0,100.0,30.76923076923077,362,0.27624309392265195,0,83.08888888888889,71.02492835786607,0,2,6,1,3,1,3,2,6,6,12,0,761,26.077564477920532,8,"['01_product_principles', '06_testing', '03_local_data']","['T04', 'T01', 'T03', 'T02', 'T08', 'T07', 'T06', 'T05']","['M02_00004', 'M02_00001', 'M02_00003', 'M02_00002', 'M02_00008', 'M02_00007', 'M02_00006', 'M02_00005']",
2,ok,rag,T10,10,Build progress snapshots,34.78722635409945,33.33333333333333,66.66666666666666,66.66666666666666,66.66666666666666,14.285714285714285,,,0,,,91.26666666666667,82.69406398137411,0,2,6,2,3,2,3,4,6,2,14,0,393,15.575342416763306,0,"['04_session_workflows', '07_content', '01_product_principles']",[],[],
2,ok,dag,T10,10,Build progress snapshots,29.067180974566746,16.666666666666664,66.66666666666666,66.66666666666666,66.66666666666666,14.285714285714285,,,0,,,90.60000000000001,78.02285936143663,0,1,6,2,3,2,3,4,6,2,14,0,423,19.77942657470703,0,"['04_session_workflows', '07_content', '01_product_principles']",[],[],
2,ok,cag,T10,10,Build progress snapshots,30.09421222483922,33.33333333333333,0.0,0.0,0.0,42.857142857142854,100.0,34.146341463414636,406,0.24630541871921183,0,81.75555555555556,80.04661930931938,0,2,6,0,3,0,3,0,6,6,14,0,821,17.95804262161255,9,"['04_session_workflows', '07_content', '01_product_principles']","['T09', 'T08', 'T07', 'T01', 'T04', 'T02', 'T05', 'T03', 'T06']","['M02_00009', 'M02_00008', 'M02_00007', 'M02_00001', 'M02_00004', 'M02_00002', 'M02_00005', 'M02_00003', 'M02_00006']",
2,ok,rag,T11,11,Support multiple dogs,29.998286996841426,16.666666666666664,66.66666666666666,66.66666666666666,66.66666666666666,16.666666666666664,,,0,,,91.37777777777778,75.11758857303195,0,1,6,2,3,2,3,4,6,2,12,0,388,22.39417028427124,0,"['01_product_principles', '06_testing', '04_session_workflows']",[],[],
2,ok,dag,T11,11,Support multiple dogs,30.016115727848472,16.666666666666664,66.66666666666666,66.66666666666666,66.66666666666666,16.666666666666664,,,0,,,90.71111111111111,77.56712834040323,0,1,6,2,3,2,3,4,6,2,12,0,418,20.189584493637085,0,"['01_product_principles', '06_testing', '04_session_workflows']",[],[],
2,ok,cag,T11,11,Support multiple dogs,66.90967867321437,33.33333333333333,100.0,100.0,100.0,75.0,100.0,28.57142857142857,455,0.21978021978021978,0,80.77777777777779,76.85675621032715,0,2,6,3,3,3,3,6,6,9,12,0,865,20.828919410705566,10,"['01_product_principles', '06_testing', '04_session_workflows']","['T10', 'T01', 'T09', 'T04', 'T08', 'T02', 'T07', 'T03', 'T05', 'T06']","['M02_00010', 'M02_00001', 'M02_00009', 'M02_00004', 'M02_00008', 'M02_00002', 'M02_00007', 'M02_00003', 'M02_00005', 'M02_00006']",
2,ok,rag,T12,12,Add safety boundaries,17.417217821121213,16.666666666666664,0.0,0.0,0.0,25.0,,,0,,,91.06666666666666,83.98844877878825,0,1,6,0,4,0,4,0,8,4,16,0,402,14.410396099090576,0,"['02_behavior_science', '01_product_principles', '06_testing']",[],[],
2,ok,dag,T12,12,Add safety boundaries,14.895077584690517,16.666666666666664,0.0,0.0,0.0,18.75,,,0,,,90.4,82.44109180238513,0,1,6,0,4,0,4,0,8,3,16,0,432,15.803017377853394,0,"['02_behavior_science', '01_product_principles', '06_testing']",[],[],
2,ok,cag,T12,12,Add safety boundaries,40.41764009698231,33.33333333333333,0.0,0.0,0.0,68.75,100.0,35.55555555555556,492,0.2032520325203252,0,79.62222222222222,78.80845414267645,0,2,6,0,4,0,4,0,8,11,16,0,917,19.072391271591187,11,"['02_behavior_science', '01_product_principles', '06_testing']","['T10', 'T01', 'T06', 'T08', 'T11', 'T09', 'T04', 'T07', 'T05', 'T02', 'T03']","['M02_00010', 'M02_00001', 'M02_00006', 'M02_00008', 'M02_00011', 'M02_00009', 'M02_00004', 'M02_00007', 'M02_00005', 'M02_00002', 'M02_00003']",
2,ok,rag,T13,13,Generate training content,10.76126241837919,16.666666666666664,66.66666666666666,66.66666666666666,66.66666666666666,5.88235294117647,,,0,,,90.73333333333333,83.43212419086032,15.0,1,6,2,3,2,3,4,6,1,17,1,417,14.911088228225708,0,"['07_content', '01_product_principles', '02_behavior_science']",[],[],
2,ok,dag,T13,13,Generate training content,37.01015329611535,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,29.411764705882355,,,0,,,90.06666666666668,67.81140804290771,15.0,4,6,2,3,2,3,4,6,5,17,1,447,28.969732761383057,0,"['07_content', '01_product_principles', '02_behavior_science']",[],[],
2,ok,cag,T13,13,Generate training content,62.78056468363369,50.0,66.66666666666666,66.66666666666666,66.66666666666666,70.58823529411765,100.0,35.41666666666667,543,0.1841620626151013,0,78.17777777777778,76.34927882088556,0,3,6,2,3,2,3,4,6,12,17,0,982,21.285649061203003,12,"['07_content', '01_product_principles', '02_behavior_science']","['T10', 'T01', 'T06', 'T12', 'T09', 'T11', 'T04', 'T07', 'T03', 'T02', 'T08', 'T05']","['M02_00010', 'M02_00001', 'M02_00006', 'M02_00012', 'M02_00009', 'M02_00011', 'M02_00004', 'M02_00007', 'M02_00003', 'M02_00002', 'M02_00008', 'M02_00005']",
2,ok,rag,T14,14,Add portable import export,46.270516209508855,33.33333333333333,100.0,100.0,100.0,23.52941176470588,,,0,,,91.66666666666666,60.87515036265055,0,2,6,4,4,4,4,8,8,4,17,0,375,35.2123646736145,0,"['06_testing', '03_local_data', '01_product_principles']",[],[],
2,ok,dag,T14,14,Add portable import export,23.992155285629572,16.666666666666664,50.0,50.0,50.0,11.76470588235294,,,0,,,91.0,70.96062660217285,0,1,6,2,4,2,4,4,8,2,17,0,405,26.135436058044434,0,"['06_testing', '03_local_data', '01_product_principles']",[],[],
2,ok,cag,T14,14,Add portable import export,55.39373583245122,50.0,75.0,75.0,75.0,47.05882352941176,100.0,33.33333333333333,598,0.16722408026755853,0,77.88888888888889,79.1317531797621,0,3,6,3,4,3,4,6,8,8,17,0,995,18.78142213821411,13,"['06_testing', '03_local_data', '01_product_principles']","['T04', 'T10', 'T01', 'T03', 'T11', 'T09', 'T13', 'T07', 'T02', 'T08', 'T05', 'T06', 'T12']","['M02_00004', 'M02_00010', 'M02_00001', 'M02_00003', 'M02_00011', 'M02_00009', 'M02_00013', 'M02_00007', 'M02_00002', 'M02_00008', 'M02_00005', 'M02_00006', 'M02_00012']",
2,ok,rag,T15,15,Define mobile UX routes,27.30463885981741,37.5,66.66666666666666,66.66666666666666,66.66666666666666,29.411764705882355,,,0,,,91.17777777777778,87.81551996866862,15.0,3,8,2,3,2,3,4,6,5,17,1,397,10.966032028198242,0,"['01_product_principles', '07_content', '05_safety']",[],[],
2,ok,dag,T15,15,Define mobile UX routes,52.52744621299918,37.5,100.0,100.0,100.0,35.294117647058826,,,0,,,90.5111111111111,75.46880430645413,0,3,8,3,3,3,3,6,6,6,17,0,427,22.078076124191284,0,"['01_product_principles', '07_content', '05_safety']",[],[],
